students
,stud.id,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
2612,589783,Female,21,167,65,Catholic,2.96,3rd,Environmental Sciences,Biology,69,77,1,0,NA
2613,267569,Male,20,188,83.5,Catholic,1.19,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
2614,399182,Female,20,171,71.9,Other,2.58,1st,Political Science,Social Sciences,NA,NA,0,0,NA
2615,406981,Male,20,176,72.8,Protestant,1.95,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
2616,685552,Female,19,167,73.1,Other,1.03,5th,Environmental Sciences,Political Science,65,70,0,1,38400.0511141741
2617,608386,Male,21,192,93.4,Catholic,1.27,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
2618,541606,Male,22,175,74.1,Catholic,1.81,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
2619,500052,Male,22,177,74,Catholic,1.12,3rd,Social Sciences,Biology,43,42,0,0,NA
2620,290003,Male,22,181,74.7,Catholic,2.7,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
2621,802126,Male,21,173,71.8,Other,1.05,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
2622,986718,Female,19,159,64.8,Catholic,2.56,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
2623,429038,Female,21,156,64.7,Orthodox,1.22,1st,Biology,Political Science,NA,NA,0,0,NA
2624,889652,Male,22,144,60.9,Other,1.31,4th,Biology,Mathematics and Statistics,77,82,1,0,NA
2625,965922,Male,24,183,82.8,Orthodox,1.13,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
2626,859468,Female,19,149,62.6,Other,2.01,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
2627,606531,Female,52,161,64.2,Other,2.39,4th,Political Science,Mathematics and Statistics,49,58,0,1,20690.6474873214
2628,773254,Male,22,168,70.7,Orthodox,2.14,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
2629,555871,Male,22,180,79,Other,1.28,4th,Political Science,Social Sciences,60,53,0,1,44242.2715824857
2630,214356,Male,19,176,74.3,Catholic,2.6,4th,Mathematics and Statistics,Biology,89,95,1,0,NA
2631,281172,Male,22,181,82.1,Protestant,1.25,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
2632,641111,Female,22,175,77,Catholic,2.38,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
2633,276507,Male,20,188,84.2,Other,1.04,3rd,Social Sciences,Mathematics and Statistics,58,48,0,0,NA
2634,177373,Female,19,152,59.6,Protestant,1.21,3rd,Mathematics and Statistics,Social Sciences,91,89,0,0,NA
2635,395800,Male,22,177,72.4,Catholic,2.34,6th,Economics and Finance,Environmental Sciences,63,70,1,0,NA
2636,673553,Male,20,174,70.6,Catholic,2.45,>6th,Political Science,Social Sciences,57,60,1,1,46155.089516885
2637,729418,Female,21,173,71.6,Muslim,3.08,3rd,Biology,Political Science,74,80,1,0,NA
2638,133898,Female,22,158,64.6,Catholic,1.63,4th,Biology,Social Sciences,73,74,1,0,NA
2639,341302,Female,23,167,73.7,Catholic,1.75,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
2640,377850,Male,28,182,82.8,Other,2.62,3rd,Economics and Finance,Political Science,66,66,0,0,NA
2641,926398,Male,21,175,75.7,Protestant,2.27,>6th,Social Sciences,Economics and Finance,47,44,0,1,39931.4244709532
2642,913717,Female,22,166,66.5,Catholic,3.49,4th,Environmental Sciences,Social Sciences,76,67,0,0,NA
2643,616552,Male,24,179,75,Other,2.34,4th,Political Science,Environmental Sciences,68,59,0,0,NA
2644,426150,Female,23,169,68,Other,1.21,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
2645,576258,Male,21,185,82.3,Catholic,1.75,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
2646,948562,Male,21,174,76.1,Catholic,1.02,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
2647,759497,Male,22,179,79.1,Protestant,2.81,5th,Economics and Finance,Political Science,67,68,1,1,62887.0343009346
2648,233887,Female,22,162,58.6,Catholic,1.83,3rd,Environmental Sciences,Mathematics and Statistics,65,76,1,0,NA
2649,281601,Male,20,173,76,Other,1.23,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
2650,336410,Male,22,176,76,Catholic,1.47,4th,Environmental Sciences,Political Science,67,70,0,1,45274.2267287841
2651,733568,Female,18,167,71.4,Other,1.81,4th,Social Sciences,Political Science,46,44,1,0,NA
2652,801782,Male,24,179,79.1,Catholic,1.52,5th,Mathematics and Statistics,Biology,85,86,1,0,NA
2653,173492,Female,21,172,72.1,Other,2.89,4th,Social Sciences,Environmental Sciences,47,40,1,0,NA
2654,710052,Female,21,165,69.8,Catholic,1.17,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
2655,325463,Male,21,171,71.5,Other,3.51,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
2656,243384,Male,19,166,68.1,Other,3.2,3rd,Social Sciences,Political Science,37,47,1,0,NA
2657,362102,Female,21,160,67.4,Protestant,2.07,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
2658,886844,Male,21,181,80.4,Other,1.01,4th,Mathematics and Statistics,Biology,94,90,0,1,38292.1411625768
2659,328882,Male,21,178,75.7,Other,1.43,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
2660,849662,Female,23,151,60.7,Catholic,1.93,5th,Political Science,Economics and Finance,61,51,1,0,NA
2661,579638,Male,21,166,68.4,Other,2.06,1st,Biology,Economics and Finance,NA,NA,0,0,NA
2662,302978,Female,21,169,66.8,Catholic,1.49,4th,Biology,Mathematics and Statistics,81,86,1,0,NA
2663,764571,Male,22,180,75.6,Protestant,1.24,6th,Economics and Finance,Biology,63,67,1,1,69348.6068743912
2664,555354,Male,23,184,78.7,Other,2.23,5th,Mathematics and Statistics,Social Sciences,87,87,0,0,NA
2665,893072,Female,21,158,62.9,Protestant,2.4,4th,Political Science,Biology,50,55,1,1,34055.2891035704
2666,353524,Male,22,173,72.3,Protestant,1.34,3rd,Environmental Sciences,Political Science,70,73,1,0,NA
2667,321581,Female,18,172,74.4,Catholic,3.18,4th,Political Science,Biology,57,60,1,1,32943.4090069429
2668,755959,Male,20,188,85.6,Orthodox,1.18,5th,Environmental Sciences,Economics and Finance,73,77,1,0,NA
2669,251073,Female,21,176,73,Catholic,1.41,4th,Economics and Finance,Mathematics and Statistics,73,65,1,0,NA
2670,169014,Male,20,183,82.1,Protestant,3.55,6th,Environmental Sciences,Social Sciences,78,76,1,1,41598.1498584532
2671,750285,Male,21,163,67.5,Catholic,1.63,6th,Economics and Finance,Mathematics and Statistics,68,67,0,0,NA
2672,212115,Female,22,163,68.4,Catholic,3.36,6th,Environmental Sciences,Political Science,68,66,1,1,26604.1095654406
2673,343909,Male,20,184,81.3,Protestant,2.81,4th,Environmental Sciences,Political Science,64,73,1,0,NA
2674,145771,Female,22,173,72.4,Other,2.1,4th,Economics and Finance,Mathematics and Statistics,60,67,1,0,NA
2675,872739,Male,20,178,74,Catholic,2.27,4th,Political Science,Environmental Sciences,61,53,0,0,NA
2676,657486,Female,20,160,67.7,Catholic,1.04,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
2677,165977,Female,23,168,69.3,Catholic,1.26,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
2678,127324,Female,21,168,71.7,Other,1.18,5th,Social Sciences,Political Science,43,38,0,1,28058.5072411511
2679,353705,Male,22,173,71.6,Catholic,1.62,4th,Economics and Finance,Social Sciences,67,62,1,0,NA
2680,196225,Female,22,167,76.1,Other,2.24,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
2681,609561,Male,22,185,83.4,Protestant,1.68,1st,Social Sciences,Political Science,NA,NA,0,0,NA
2682,162570,Female,20,166,65.2,Other,3.82,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
2683,123756,Female,25,168,69,Other,2.86,2nd,Biology,Economics and Finance,NA,NA,0,0,NA
2684,901238,Female,29,165,65.8,Catholic,1.04,6th,Biology,Political Science,83,80,1,1,36274.8780578926
2685,152711,Male,22,169,74.8,Catholic,2.4,4th,Economics and Finance,Mathematics and Statistics,67,66,0,0,NA
2686,256635,Female,23,168,75.1,Catholic,1.21,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
2687,218145,Male,42,175,72.1,Other,1.14,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
2688,661707,Female,62,142,60.5,Protestant,2.89,4th,Mathematics and Statistics,Environmental Sciences,87,90,1,0,NA
2689,386370,Male,58,177,76.9,Catholic,1.85,3rd,Environmental Sciences,Social Sciences,68,74,0,0,NA
2690,169625,Female,20,164,63.5,Other,3.07,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
2691,933244,Male,39,177,74.7,Catholic,1.35,1st,Biology,Economics and Finance,NA,NA,0,0,NA
2692,191101,Female,20,168,63,Catholic,2.41,3rd,Biology,Economics and Finance,72,80,1,0,NA
2693,955698,Male,22,193,93,Catholic,1.02,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
2694,345538,Male,20,194,90.6,Other,3.19,4th,Social Sciences,Political Science,43,38,0,0,NA
2695,861505,Female,23,167,69.4,Catholic,1.69,4th,Biology,Social Sciences,80,84,1,0,NA
2696,721075,Female,24,156,62.1,Other,1.58,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
2697,799697,Male,21,179,85.2,Other,1.56,1st,Social Sciences,Political Science,NA,NA,0,0,NA
2698,902110,Male,23,180,75.7,Protestant,2.35,>6th,Environmental Sciences,Economics and Finance,74,74,1,1,39299.6245644675
2699,756045,Male,21,180,80.6,Other,2.79,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
2700,506025,Female,18,164,63.8,Catholic,2.13,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
2701,211697,Male,21,183,82.1,Orthodox,3.31,4th,Political Science,Social Sciences,60,51,1,0,NA
2702,339063,Male,19,185,81.3,Protestant,2.52,4th,Mathematics and Statistics,Economics and Finance,84,79,0,0,NA
2703,412098,Female,28,163,65.9,Catholic,1.83,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
2704,630039,Female,19,160,62.8,Other,1.97,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
2705,791079,Male,20,167,66.7,Protestant,3.42,1st,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
2706,492770,Female,32,164,71.2,Other,2.05,6th,Biology,Environmental Sciences,78,74,0,0,NA
2707,909425,Female,23,179,78.3,Protestant,2.34,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
2708,527029,Female,34,175,71.3,Catholic,3.07,4th,Economics and Finance,Mathematics and Statistics,67,77,1,1,43000.5070011919
2709,285617,Female,20,164,63.5,Catholic,2.24,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
2710,296081,Female,19,154,62.2,Catholic,2.66,1st,Biology,Economics and Finance,NA,NA,0,0,NA
2711,745366,Female,24,159,62.6,Other,1.18,4th,Political Science,Environmental Sciences,50,51,1,0,NA
2712,761067,Male,21,179,73.9,Catholic,2.59,6th,Mathematics and Statistics,Economics and Finance,85,89,1,1,57332.5852333616
2713,685660,Male,21,176,74.3,Other,2.6,4th,Biology,Environmental Sciences,77,80,0,0,NA
2714,713561,Male,21,189,85.8,Catholic,2.56,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
2715,122777,Female,20,166,66.1,Orthodox,1.25,1st,Biology,Economics and Finance,NA,NA,0,0,NA
2716,460855,Female,21,159,66,Other,2.51,6th,Environmental Sciences,Economics and Finance,71,70,1,1,29401.3589786991
2717,122813,Female,22,159,64.2,Muslim,1.53,2nd,Biology,Political Science,NA,NA,0,0,NA
2718,918397,Male,20,180,77.7,Orthodox,1.35,5th,Political Science,Mathematics and Statistics,58,52,1,0,NA
2719,110348,Female,22,176,73.6,Catholic,1.01,3rd,Political Science,Biology,59,60,1,0,NA
2720,758311,Female,20,156,60.4,Catholic,1.38,4th,Environmental Sciences,Social Sciences,78,68,0,0,NA
2721,433512,Male,22,156,61.6,Other,2,3rd,Mathematics and Statistics,Economics and Finance,93,88,0,0,NA
2722,224371,Female,19,170,72.8,Catholic,3.7,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
2723,350085,Female,18,160,65.9,Other,3.03,6th,Political Science,Biology,59,52,0,1,31266.9186342092
2724,305541,Male,20,178,84.6,Catholic,1.35,6th,Biology,Mathematics and Statistics,70,80,1,0,NA
2725,813597,Female,20,170,73.9,Other,1.95,1st,Social Sciences,Biology,NA,NA,0,0,NA
2726,480495,Male,20,184,88.3,Catholic,3.88,4th,Economics and Finance,Environmental Sciences,68,59,0,1,44605.6005214761
2727,249763,Female,21,159,62.5,Protestant,1.25,4th,Environmental Sciences,Biology,73,66,1,1,27016.8521043038
2728,872896,Female,22,161,64.8,Other,2.79,4th,Political Science,Environmental Sciences,62,58,1,0,NA
2729,778702,Female,20,154,59.8,Other,1.92,4th,Biology,Political Science,75,73,0,0,NA
2730,962863,Male,21,193,94.1,Catholic,3.06,5th,Social Sciences,Political Science,42,35,0,1,39124.1449408518
2731,845714,Female,21,159,62.1,Other,2.32,2nd,Biology,Political Science,NA,NA,0,0,NA
2732,673531,Female,20,161,66.3,Catholic,2.32,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
2733,666323,Female,22,176,73.1,Other,3.78,3rd,Mathematics and Statistics,Political Science,88,83,0,0,NA
2734,340284,Female,21,181,78.8,Protestant,1.03,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
2735,333112,Female,21,162,66.9,Other,2.58,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
2736,548995,Female,21,149,60.1,Protestant,1.14,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
2737,130484,Female,21,169,70,Other,1.11,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
2738,617513,Female,22,174,72.4,Protestant,2.47,3rd,Environmental Sciences,Mathematics and Statistics,78,71,0,0,NA
2739,652907,Female,19,182,80.3,Catholic,1.3,5th,Social Sciences,Environmental Sciences,47,50,1,1,31936.8996852388
2740,274409,Female,21,142,57.9,Catholic,1.42,4th,Political Science,Environmental Sciences,51,50,0,0,NA
2741,839373,Male,19,194,94.1,Catholic,2.1,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
2742,815295,Male,19,164,66.1,Catholic,1.42,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
2743,379904,Male,23,184,84.6,Protestant,2.34,6th,Economics and Finance,Biology,65,71,1,0,NA
2744,774589,Female,24,165,61.6,Protestant,3.65,1st,Political Science,Biology,NA,NA,0,0,NA
2745,746253,Male,21,176,73.7,Catholic,1.9,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
2746,818710,Female,26,174,70.6,Other,1.32,2nd,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
2747,814294,Male,22,192,95.3,Other,2.38,5th,Economics and Finance,Mathematics and Statistics,65,64,1,0,NA
2748,584923,Female,53,147,59.1,Other,1.41,4th,Political Science,Mathematics and Statistics,61,51,0,0,NA
2749,241082,Male,22,174,72.4,Other,2.01,3rd,Environmental Sciences,Mathematics and Statistics,72,74,1,0,NA
2750,696729,Male,20,177,77.1,Catholic,3.08,6th,Environmental Sciences,Political Science,79,73,1,0,NA
2751,466653,Female,21,162,67.3,Other,2.92,1st,Biology,Political Science,NA,NA,0,0,NA
2752,378815,Male,22,178,76.5,Muslim,1.82,5th,Economics and Finance,Environmental Sciences,73,72,0,0,NA
2753,323097,Female,20,167,64.8,Protestant,1.15,2nd,Biology,Economics and Finance,NA,NA,0,0,NA
2754,388381,Male,20,168,67.5,Catholic,3.36,3rd,Environmental Sciences,Mathematics and Statistics,76,74,1,0,NA
2755,777464,Female,20,163,65.9,Other,2.27,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
2756,822884,Male,43,180,78.7,Catholic,2.42,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
2757,909703,Male,21,178,76.9,Other,2.56,4th,Environmental Sciences,Mathematics and Statistics,70,70,1,0,NA
2758,711175,Female,21,172,73.8,Catholic,1.47,3rd,Biology,Social Sciences,81,81,1,0,NA
2759,781024,Male,22,192,90.5,Catholic,1.73,5th,Economics and Finance,Mathematics and Statistics,68,64,0,0,NA
2760,549947,Female,30,159,65.2,Other,1.81,4th,Biology,Social Sciences,78,77,1,0,NA
2761,636891,Male,24,179,74.9,Protestant,2.51,3rd,Mathematics and Statistics,Biology,95,92,1,0,NA
2762,166844,Male,23,176,75.8,Other,3.11,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
2763,389479,Male,24,167,64.8,Orthodox,3.65,3rd,Economics and Finance,Mathematics and Statistics,61,65,0,0,NA
2764,942741,Male,22,173,71.6,Catholic,1.41,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
2765,820999,Male,20,180,78.8,Catholic,2.08,3rd,Economics and Finance,Environmental Sciences,74,68,0,0,NA
2766,510119,Female,28,169,67.8,Other,2,3rd,Environmental Sciences,Economics and Finance,69,78,1,0,NA
2767,261234,Female,22,169,69.5,Catholic,2.6,1st,Economics and Finance,Biology,NA,NA,0,0,NA
2768,825662,Male,20,182,83.6,Protestant,1.51,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
2769,291003,Male,22,178,76.8,Protestant,1.49,6th,Mathematics and Statistics,Economics and Finance,89,81,0,0,NA
2770,882907,Male,21,175,75.6,Other,1.13,5th,Biology,Economics and Finance,79,82,1,1,47577.4426099942
2771,824505,Female,22,171,70.6,Catholic,3.32,4th,Economics and Finance,Environmental Sciences,61,73,1,0,NA
2772,545326,Male,20,183,82.7,Protestant,2.71,3rd,Political Science,Social Sciences,54,55,0,0,NA
2773,587900,Female,20,155,66.5,Protestant,2.03,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
2774,272944,Female,22,151,63,Orthodox,1.91,5th,Political Science,Economics and Finance,64,49,1,0,NA
2775,729358,Male,21,172,70.4,Catholic,1.82,5th,Biology,Social Sciences,75,82,1,1,59472.3426786721
2776,678841,Male,23,170,68.5,Catholic,1.53,5th,Political Science,Mathematics and Statistics,48,51,0,1,33259.902725601
2777,593016,Male,20,185,83.9,Catholic,3.53,4th,Environmental Sciences,Social Sciences,78,68,1,1,42664.7905957156
2778,692008,Female,18,169,68.3,Other,1.2,4th,Political Science,Social Sciences,59,54,0,1,35507.8288365785
2779,945776,Female,19,156,62.1,Protestant,1.77,4th,Biology,Economics and Finance,78,79,1,0,NA
2780,481222,Male,20,171,69.8,Protestant,2.81,4th,Environmental Sciences,Economics and Finance,62,62,1,1,38750.2014029544
2781,787999,Female,18,167,71.8,Muslim,2.78,3rd,Political Science,Biology,53,56,0,0,NA
2782,381745,Male,20,181,78.3,Protestant,1.57,3rd,Biology,Economics and Finance,82,86,1,0,NA
2783,946072,Female,24,179,75.2,Catholic,2.19,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
2784,194545,Male,21,179,80.9,Protestant,2.22,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
2785,170888,Female,20,158,63.7,Protestant,3.62,>6th,Social Sciences,Biology,46,50,1,1,31405.4753600073
2786,373413,Male,19,183,83,Protestant,2.73,4th,Biology,Mathematics and Statistics,81,73,1,0,NA
2787,165573,Female,25,169,70.5,Catholic,3.14,4th,Environmental Sciences,Mathematics and Statistics,76,76,0,0,NA
2788,199103,Female,23,171,73.4,Other,2.12,5th,Political Science,Economics and Finance,55,58,0,1,34749.58508307
2789,981942,Male,23,179,79.1,Catholic,2.41,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
2790,407920,Male,20,188,87.4,Other,1.16,4th,Political Science,Biology,50,52,0,0,NA
2791,783673,Male,20,178,77.2,Protestant,1.04,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
2792,495511,Female,21,164,64.5,Catholic,1.5,>6th,Economics and Finance,Environmental Sciences,70,70,1,1,45993.3855325849
2793,658589,Female,19,173,68.2,Catholic,1.47,6th,Social Sciences,Biology,53,53,1,1,37894.4436096048
2794,311899,Male,19,194,97.4,Other,1.65,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
2795,924619,Female,20,156,62.6,Muslim,1.24,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
2796,137611,Female,20,150,59.2,Protestant,1.52,3rd,Environmental Sciences,Social Sciences,70,70,0,0,NA
2797,231592,Female,20,165,65.6,Other,1.56,4th,Biology,Environmental Sciences,76,80,1,0,NA
2798,212688,Female,21,172,71,Muslim,1.01,4th,Political Science,Social Sciences,53,47,0,0,NA
2799,651764,Female,23,166,67,Catholic,2.78,6th,Mathematics and Statistics,Environmental Sciences,88,91,1,1,43571.9690655904
2800,555900,Male,22,188,86.1,Protestant,1.99,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
2801,537011,Male,27,181,78.9,Orthodox,1.32,4th,Economics and Finance,Political Science,61,77,1,0,NA
2802,377706,Female,24,154,64.9,Catholic,2.12,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
2803,931620,Female,21,155,63.8,Protestant,1.13,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
2804,383928,Male,21,188,85.8,Protestant,2,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
